Date,year,q,bbb_qd,bbb_qd_lag_1,bbb_qd_lag_2,bbb_qd_lag_3,bbb_qd_lag_4,bbb_yd,bbb_yd_lag_1,bbb_yd_lag_2,bbb_yd_lag_3,bbb_yd_lag_4,cpi,cpi_lag_1,cpi_lag_2,cpi_lag_3,cpi_lag_4,cpi_qd,cpi_qd_lag_1,cpi_qd_lag_2,cpi_qd_lag_3,cpi_qd_lag_4,cpi_yd,cpi_yd_lag_1,cpi_yd_lag_2,cpi_yd_lag_3,cpi_yd_lag_4,cppi_ag,cppi_ag_lag_1,cppi_ag_lag_2,cppi_ag_lag_3,cppi_ag_lag_4,cppi_qg,cppi_qg_lag_1,cppi_qg_lag_2,cppi_qg_lag_3,cppi_qg_lag_4,dji_ag,dji_ag_lag_1,dji_ag_lag_2,dji_ag_lag_3,dji_ag_lag_4,dji_qg,dji_qg_lag_1,dji_qg_lag_2,dji_qg_lag_3,dji_qg_lag_4,gpdi_eqp_ag,gpdi_eqp_ag_lag_1,gpdi_eqp_ag_lag_2,gpdi_eqp_ag_lag_3,gpdi_eqp_ag_lag_4,gpdi_eqp_qg,gpdi_eqp_qg_lag_1,gpdi_eqp_qg_lag_2,gpdi_eqp_qg_lag_3,gpdi_eqp_qg_lag_4,hpi_ag,hpi_ag_lag_1,hpi_ag_lag_2,hpi_ag_lag_3,hpi_ag_lag_4,hpi_qg,hpi_qg_lag_1,hpi_qg_lag_2,hpi_qg_lag_3,hpi_qg_lag_4,i10yr_qd,i10yr_qd_lag_1,i10yr_qd_lag_2,i10yr_qd_lag_3,i10yr_qd_lag_4,i10yr_yd,i10yr_yd_lag_1,i10yr_yd_lag_2,i10yr_yd_lag_3,i10yr_yd_lag_4,i3m_qd,i3m_qd_lag_1,i3m_qd_lag_2,i3m_qd_lag_3,i3m_qd_lag_4,i3m_yd,i3m_yd_lag_1,i3m_yd_lag_2,i3m_yd_lag_3,i3m_yd_lag_4,i5yr_qd,i5yr_qd_lag_1,i5yr_qd_lag_2,i5yr_qd_lag_3,i5yr_qd_lag_4,i5yr_yd,i5yr_yd_lag_1,i5yr_yd_lag_2,i5yr_yd_lag_3,i5yr_yd_lag_4,imort_qd,imort_qd_lag_1,imort_qd_lag_2,imort_qd_lag_3,imort_qd_lag_4,imort_yd,imort_yd_lag_1,imort_yd_lag_2,imort_yd_lag_3,imort_yd_lag_4,iprim_qd,iprim_qd_lag_1,iprim_qd_lag_2,iprim_qd_lag_3,iprim_qd_lag_4,iprim_yd,iprim_yd_lag_1,iprim_yd_lag_2,iprim_yd_lag_3,iprim_yd_lag_4,ndi_ag,ndi_ag_lag_1,ndi_ag_lag_2,ndi_ag_lag_3,ndi_ag_lag_4,ndi_qg,ndi_qg_lag_1,ndi_qg_lag_2,ndi_qg_lag_3,ndi_qg_lag_4,ngdp_ag,ngdp_ag_lag_1,ngdp_ag_lag_2,ngdp_ag_lag_3,ngdp_ag_lag_4,ngdp_qg,ngdp_qg_lag_1,ngdp_qg_lag_2,ngdp_qg_lag_3,ngdp_qg_lag_4,pfi_nonres_str_ag,pfi_nonres_str_ag_lag_1,pfi_nonres_str_ag_lag_2,pfi_nonres_str_ag_lag_3,pfi_nonres_str_ag_lag_4,pfi_nonres_str_qg,pfi_nonres_str_qg_lag_1,pfi_nonres_str_qg_lag_2,pfi_nonres_str_qg_lag_3,pfi_nonres_str_qg_lag_4,rdi_ag,rdi_ag_lag_1,rdi_ag_lag_2,rdi_ag_lag_3,rdi_ag_lag_4,rdi_qg,rdi_qg_lag_1,rdi_qg_lag_2,rdi_qg_lag_3,rdi_qg_lag_4,rgdp_ag,rgdp_ag_lag_1,rgdp_ag_lag_2,rgdp_ag_lag_3,rgdp_ag_lag_4,rgdp_qg,rgdp_qg_lag_1,rgdp_qg_lag_2,rgdp_qg_lag_3,rgdp_qg_lag_4,rgpdi_eqp_ag,rgpdi_eqp_ag_lag_1,rgpdi_eqp_ag_lag_2,rgpdi_eqp_ag_lag_3,rgpdi_eqp_ag_lag_4,rgpdi_eqp_qg,rgpdi_eqp_qg_lag_1,rgpdi_eqp_qg_lag_2,rgpdi_eqp_qg_lag_3,rgpdi_eqp_qg_lag_4,spr10,spr10_lag_1,spr10_lag_2,spr10_lag_3,spr10_lag_4,spr10_qd,spr10_qd_lag_1,spr10_qd_lag_2,spr10_qd_lag_3,spr10_qd_lag_4,spr10_yd,spr10_yd_lag_1,spr10_yd_lag_2,spr10_yd_lag_3,spr10_yd_lag_4,ur_qd,ur_qd_lag_1,ur_qd_lag_2,ur_qd_lag_3,ur_qd_lag_4,ur_yd,ur_yd_lag_1,ur_yd_lag_2,ur_yd_lag_3,ur_yd_lag_4,vix,vix_lag_1,vix_lag_2,vix_lag_3,vix_lag_4,vix_qd,vix_qd_lag_1,vix_qd_lag_2,vix_qd_lag_3,vix_qd_lag_4,vix_yd,vix_yd_lag_1,vix_yd_lag_2,vix_yd_lag_3,vix_yd_lag_4,willreit,willreit_ag,willreit_ag_lag_1,willreit_ag_lag_2,willreit_ag_lag_3,willreit_ag_lag_4,willreit_lag_1,willreit_lag_2,willreit_lag_3,willreit_lag_4,willreit_qg,willreit_qg_lag_1,willreit_qg_lag_2,willreit_qg_lag_3,willreit_qg_lag_4
3/31/2006,2006,1,0.1,0.4,0,0.1,0,0.6,0.5,-0.3,-0.6,-0.1,2.1,3.8,6.2,2.7,2,-1.7,-2.4,3.5,0.7,-2.4,0.1,-0.6,3.6,-0.5,-1.4,12.78333715,10.25155635,8.361414004,12.88328718,14.00460736,2.531780798,4.189094171,2.710192978,3.352269204,0,12.00442707,4.46478257,12.00142311,6.193803299,5.274476509,4.875510808,1.729656803,3.531494254,1.867765201,-2.664133688,11.28104575,7.341637954,10,10.28748591,12.4008228,22.00860401,2.405907523,12.06130885,9.525093763,5.62787362,11.15524859,14.0891944,15.30997076,15.56875422,15.54690716,1.629363949,2.38972411,3.042668663,4.093491869,4.563309762,0.1,0.3,0.1,-0.2,0.1,0.3,0.3,-0.1,-0.5,0.3,0.6,0.4,0.5,0.4,0.5,1.9,1.8,1.9,1.8,1.6,0.2,0.4,0.1,0,0.4,0.7,0.9,0.5,0.2,0.9,0.1,0.4,0.1,-0.1,0.1,0.5,0.5,-0.1,-0.5,0.2,0.4,0.6,0.5,0.5,0.5,2,2.1,2,1.9,1.4,7.65,4.29,4.75,4.23,4.47,11.5,6.6,6.6,6,-1.8,6.49,6.52,6.77,6.52,6.9,8.2,5.4,7.3,5.1,8.3,17.59371221,15.29485967,13.12114323,14.46476965,15.26132404,28.16624396,21.3978095,12.89147066,8.865623337,18.43417398,4.51,1.18,1.59,1.59,1.79,9.5,3.4,2.1,3.2,-3.8,3.17,3.02,3.32,3.4,3.62,4.9,2.3,3.4,2.1,4.3,11.92198398,7.297367735,9.844211657,9.876371718,11.74942263,22.63962603,2.717068868,14.31280953,8.966566354,3.591826022,1.3,1.3,1.2,1.3,1,-8.88E-16,0.1,-0.1,0.3,-0.1,0.3,0.2,-0.2,-0.1,-0.4,-0.3,0,-0.1,-0.2,-0.1,-0.6,-0.4,-0.4,-0.5,-0.4,14.6,16.5,14.2,17.7,14.6,-1.9,2.3,-3.5,3.1,-2,0,-0.1,-5.1,-2.3,-7,4801.86,32.13922079,17.63821401,32.839617,32.90884142,19.19168728,4256.08,4261.92,3864.71,3633.94,62.03127335,-0.54698421,47.89501299,27.92535594,1.780731689
6/30/2006,2006,2,0.5,0.1,0.4,0,0.1,1,0.6,0.5,-0.3,-0.6,3.7,2.1,3.8,6.2,2.7,1.6,-1.7,-2.4,3.5,0.7,1,0.1,-0.6,3.6,-0.5,13.83275649,12.78333715,10.25155635,8.361414004,12.88328718,4.401688542,2.531780798,4.189094171,2.710192978,3.352269204,7.724713316,12.00442707,4.46478257,12.00142311,6.193803299,-2.411948549,4.875510808,1.729656803,3.531494254,1.867765201,8.918987989,11.28104575,7.341637954,10,10.28748591,0.517859213,22.00860401,2.405907523,12.06130885,9.525093763,6.606175068,11.15524859,14.0891944,15.30997076,15.56875422,-0.455581654,1.629363949,2.38972411,3.042668663,4.093491869,0.5,0.1,0.3,0.1,-0.2,1,0.3,0.3,-0.1,-0.5,0.3,0.6,0.4,0.5,0.4,1.8,1.9,1.8,1.9,1.8,0.4,0.2,0.4,0.1,0,1.1,0.7,0.9,0.5,0.2,0.3,0.1,0.4,0.1,-0.1,0.9,0.5,0.5,-0.1,-0.5,0.5,0.4,0.6,0.5,0.5,2,2,2.1,2,1.9,7.06,7.65,4.29,4.75,4.23,3.7,11.5,6.6,6.6,6,6.34,6.49,6.52,6.77,6.52,4.5,8.2,5.4,7.3,5.1,21.5744303,17.59371221,15.29485967,13.12114323,14.46476965,24.37220511,28.16624396,21.3978095,12.89147066,8.865623337,3.85,4.51,1.18,1.59,1.59,0.6,9.5,3.4,2.1,3.2,2.94,3.17,3.02,3.32,3.4,1.2,4.9,2.3,3.4,2.1,9.936788875,11.92198398,7.297367735,9.844211657,9.876371718,1.438742345,22.63962603,2.717068868,14.31280953,8.966566354,1.3,1.3,1.3,1.2,1.3,0,-8.88E-16,0.1,-0.1,0.3,0,0.3,0.2,-0.2,-0.1,-0.1,-0.3,0,-0.1,-0.2,-0.5,-0.6,-0.4,-0.4,-0.5,23.8,14.6,16.5,14.2,17.7,9.2,-1.9,2.3,-3.5,3.1,6.1,0,-0.1,-5.1,-2.3,4849.86,25.49091652,32.13922079,17.63821401,32.839617,32.90884142,4801.86,4256.08,4261.92,3864.71,4.058804661,62.03127335,-0.54698421,47.89501299,27.92535594
9/30/2006,2006,3,-0.1,0.5,0.1,0.4,0,0.9,1,0.6,0.5,-0.3,3.8,3.7,2.1,3.8,6.2,0.1,1.6,-1.7,-2.4,3.5,-2.4,1,0.1,-0.6,3.6,15.7963113,13.83275649,12.78333715,10.25155635,8.361414004,4.673747785,4.401688542,2.531780798,4.189094171,2.710192978,8.1246284,7.724713316,12.00442707,4.46478257,12.00142311,3.931409338,-2.411948549,4.875510808,1.729656803,3.531494254,6.470442126,8.918987989,11.28104575,7.341637954,10,2.319293028,0.517859213,22.00860401,2.405907523,12.06130885,2.901757999,6.606175068,11.15524859,14.0891944,15.30997076,-0.661748406,-0.455581654,1.629363949,2.38972411,3.042668663,-0.2,0.5,0.1,0.3,0.1,0.7,1,0.3,0.3,-0.1,0.2,0.3,0.6,0.4,0.5,1.5,1.8,1.9,1.8,1.9,-0.2,0.4,0.2,0.4,0.1,0.8,1.1,0.7,0.9,0.5,-0.1,0.3,0.1,0.4,0.1,0.7,0.9,0.5,0.5,-0.1,0.4,0.5,0.4,0.6,0.5,1.9,2,2,2.1,2,6.43,7.06,7.65,4.29,4.75,4.1,3.7,11.5,6.6,6.6,5.31,6.34,6.49,6.52,6.77,3.2,4.5,8.2,5.4,7.3,22.27964399,21.5744303,17.59371221,15.29485967,13.12114323,15.53373688,24.37220511,28.16624396,21.3978095,12.89147066,3.62,3.85,4.51,1.18,1.59,1.2,0.6,9.5,3.4,2.1,2.19,2.94,3.17,3.02,3.32,0.4,1.2,4.9,2.3,3.4,6.602274117,9.936788875,11.92198398,7.297367735,9.844211657,1.062162367,1.438742345,22.63962603,2.717068868,14.31280953,1.4,1.3,1.3,1.3,1.2,0.1,0,-8.88E-16,0.1,-0.1,0.2,0,0.3,0.2,-0.2,0,-0.1,-0.3,0,-0.1,-0.4,-0.5,-0.6,-0.4,-0.4,18.6,23.8,14.6,16.5,14.2,-5.2,9.2,-1.9,2.3,-3.5,4.4,6.1,0,-0.1,-5.1,5272.6,23.71419454,25.49091652,32.13922079,17.63821401,32.839617,4849.86,4801.86,4256.08,4261.92,39.69552459,4.058804661,62.03127335,-0.54698421,47.89501299
12/31/2006,2006,4,-0.3,-0.1,0.5,0.1,0.4,0.2,0.9,1,0.6,0.5,-1.6,3.8,3.7,2.1,3.8,-5.4,0.1,1.6,-1.7,-2.4,-5.4,-2.4,1,0.1,-0.6,10.6897795,15.7963113,13.83275649,12.78333715,10.25155635,-0.917437628,4.673747785,4.401688542,2.531780798,4.189094171,12.88494029,8.1246284,7.724713316,12.00442707,4.46478257,6.489968691,3.931409338,-2.411948549,4.875510808,1.729656803,6.617283951,6.470442126,8.918987989,11.28104575,7.341637954,2.972021748,2.319293028,0.517859213,22.00860401,2.405907523,0.512033889,2.901757999,6.606175068,11.15524859,14.0891944,0,-0.661748406,-0.455581654,1.629363949,2.38972411,-0.3,-0.2,0.5,0.1,0.3,0.1,0.7,1,0.3,0.3,0,0.2,0.3,0.6,0.4,1.1,1.5,1.8,1.9,1.8,-0.2,-0.2,0.4,0.2,0.4,0.2,0.8,1.1,0.7,0.9,-0.3,-0.1,0.3,0.1,0.4,0,0.7,0.9,0.5,0.5,0,0.4,0.5,0.4,0.6,1.3,1.9,2,2,2.1,5.93,6.43,7.06,7.65,4.29,4.6,4.1,3.7,11.5,6.6,5.11,5.31,6.34,6.49,6.52,4.6,3.2,4.5,8.2,5.4,19.44748359,22.27964399,21.5744303,17.59371221,15.29485967,10.53560876,15.53373688,24.37220511,28.16624396,21.3978095,4.09,3.62,3.85,4.51,1.18,5.3,1.2,0.6,9.5,3.4,2.41,2.19,2.94,3.17,3.02,3.2,0.4,1.2,4.9,2.3,6.290988584,6.602274117,9.936788875,11.92198398,7.297367735,1.52255179,1.062162367,1.438742345,22.63962603,2.717068868,1.4,1.4,1.3,1.3,1.3,-8.88E-16,0.1,0,-8.88E-16,0.1,0.1,0.2,0,0.3,0.2,-0.2,0,-0.1,-0.3,0,-0.6,-0.4,-0.5,-0.6,-0.4,12.7,18.6,23.8,14.6,16.5,-5.9,-5.2,9.2,-1.9,2.3,-3.8,4.4,6.1,0,-0.1,5828.55,36.94643898,23.71419454,25.49091652,32.13922079,17.63821401,5272.6,4849.86,4801.86,4256.08,49.32853498,39.69552459,4.058804661,62.03127335,-0.54698421
3/31/2007,2007,1,0,-0.3,-0.1,0.5,0.1,0.1,0.2,0.9,1,0.6,4,-1.6,3.8,3.7,2.1,5.6,-5.4,0.1,1.6,-1.7,1.9,-5.4,-2.4,1,0.1,12.66326509,10.6897795,15.7963113,13.83275649,12.78333715,4.505266394,-0.917437628,4.673747785,4.401688542,2.531780798,8.976892171,12.88494029,8.1246284,7.724713316,12.00442707,0.967462691,6.489968691,3.931409338,-2.411948549,4.875510808,3.007165512,6.617283951,6.470442126,8.918987989,11.28104575,6.304034079,2.972021748,2.319293028,0.517859213,22.00860401,-2.402364448,0.512033889,2.901757999,6.606175068,11.15524859,-1.285034388,0,-0.661748406,-0.455581654,1.629363949,0.1,-0.3,-0.2,0.5,0.1,0.1,0.1,0.7,1,0.3,0.1,0,0.2,0.3,0.6,0.6,1.1,1.5,1.8,1.9,0,-0.2,-0.2,0.4,0.2,0,0.2,0.8,1.1,0.7,0,-0.3,-0.1,0.3,0.1,-0.1,0,0.7,0.9,0.5,0,0,0.4,0.5,0.4,0.9,1.3,1.9,2,2,4.72,5.93,6.43,7.06,7.65,6.5,4.6,4.1,3.7,11.5,4.27,5.11,5.31,6.34,6.49,4.8,4.6,3.2,4.5,8.2,17.76349614,19.44748359,22.27964399,21.5744303,17.59371221,21.09003352,10.53560876,15.53373688,24.37220511,28.16624396,2.41,4.09,3.62,3.85,4.51,2.6,5.3,1.2,0.6,9.5,1.24,2.41,2.19,2.94,3.17,0.2,3.2,0.4,1.2,4.9,2.261973456,6.290988584,6.602274117,9.936788875,11.92198398,5.075559278,1.52255179,1.062162367,1.438742345,22.63962603,1.3,1.4,1.4,1.3,1.3,-0.1,-8.88E-16,0.1,0,-8.88E-16,0,0.1,0.2,0,0.3,0.1,-0.2,0,-0.1,-0.3,-0.2,-0.6,-0.4,-0.5,-0.6,19.6,12.7,18.6,23.8,14.6,6.9,-5.9,-5.2,9.2,-1.9,5,-3.8,4.4,6.1,0,6318.24,31.57901313,36.94643898,23.71419454,25.49091652,32.13922079,5828.55,5272.6,4849.86,4801.86,38.08368521,49.32853498,39.69552459,4.058804661,62.03127335
6/30/2007,2007,2,0.2,0,-0.3,-0.1,0.5,-0.2,0.1,0.2,0.9,1,4.6,4,-1.6,3.8,3.7,0.6,5.6,-5.4,0.1,1.6,0.9,1.9,-5.4,-2.4,1,12.14975531,12.66326509,10.6897795,15.7963113,13.83275649,3.888178754,4.505266394,-0.917437628,4.673747785,4.401688542,16.8724603,8.976892171,12.88494029,8.1246284,7.724713316,5.483619579,0.967462691,6.489968691,3.931409338,-2.411948549,4.199906147,3.007165512,6.617283951,6.470442126,8.918987989,5.25501441,6.304034079,2.972021748,2.319293028,0.517859213,-4.461320727,-2.402364448,0.512033889,2.901757999,6.606175068,-2.514537933,-1.285034388,0,-0.661748406,-0.455581654,0.1,0.1,-0.3,-0.2,0.5,-0.3,0.1,0.1,0.7,1,-0.3,0.1,0,0.2,0.3,0,0.6,1.1,1.5,1.8,0.1,0,-0.2,-0.2,0.4,-0.3,0,0.2,0.8,1.1,0.2,0,-0.3,-0.1,0.3,-0.2,-0.1,0,0.7,0.9,0,0,0,0.4,0.5,0.4,0.9,1.3,1.9,2,4.8,4.72,5.93,6.43,7.06,4,6.5,4.6,4.1,3.7,4.5,4.27,5.11,5.31,6.34,5.4,4.8,4.6,3.2,4.5,18.13534567,17.76349614,19.44748359,22.27964399,21.5744303,25.95052965,21.09003352,10.53560876,15.53373688,24.37220511,2.46,2.41,4.09,3.62,3.85,0.8,2.6,5.3,1.2,0.6,1.71,1.24,2.41,2.19,2.94,3.1,0.2,3.2,0.4,1.2,3.058877645,2.261973456,6.290988584,6.602274117,9.936788875,4.63785108,5.075559278,1.52255179,1.062162367,1.438742345,1.4,1.3,1.4,1.4,1.3,0.1,-0.1,-8.88E-16,0.1,0,0.1,0,0.1,0.2,0,0,0.1,-0.2,0,-0.1,-0.1,-0.2,-0.6,-0.4,-0.5,18.9,19.6,12.7,18.6,23.8,-0.7,6.9,-5.9,-5.2,9.2,-4.9,5,-3.8,4.4,6.1,6045.31,24.64916513,31.57901313,36.94643898,23.71419454,25.49091652,6318.24,5828.55,5272.6,4849.86,-16.19115995,38.08368521,49.32853498,39.69552459,4.058804661
9/30/2007,2007,3,0.2,0.2,0,-0.3,-0.1,0.1,-0.2,0.1,0.2,0.9,2.6,4.6,4,-1.6,3.8,-2,0.6,5.6,-5.4,0.1,-1.2,0.9,1.9,-5.4,-2.4,12.83811666,12.14975531,12.66326509,10.6897795,15.7963113,5.362109144,3.888178754,4.505266394,-0.917437628,4.673747785,13.95612157,16.8724603,8.976892171,12.88494029,8.1246284,1.015070607,5.483619579,0.967462691,6.489968691,3.931409338,3.534352035,4.199906147,3.007165512,6.617283951,6.470442126,-0.269935736,5.25501441,6.304034079,2.972021748,2.319293028,-6.651527786,-4.461320727,-2.402364448,0.512033889,2.901757999,-2.851955465,-2.514537933,-1.285034388,0,-0.661748406,-0.1,0.1,0.1,-0.3,-0.2,-0.2,-0.3,0.1,0.1,0.7,-0.4,-0.3,0.1,0,0.2,-0.6,0,0.6,1.1,1.5,-0.2,0.1,0,-0.2,-0.2,-0.3,-0.3,0,0.2,0.8,0.1,0.2,0,-0.3,-0.1,0,-0.2,-0.1,0,0.7,-0.1,0,0,0,0.4,-0.1,0.4,0.9,1.3,1.9,4.62,4.8,4.72,5.93,6.43,3.4,4,6.5,4.6,4.1,4.75,4.5,4.27,5.11,5.31,4.2,5.4,4.8,4.6,3.2,20.35689129,18.13534567,17.76349614,19.44748359,22.27964399,24.47245122,25.95052965,21.09003352,10.53560876,15.53373688,2.43,2.46,2.41,4.09,3.62,1.1,0.8,2.6,5.3,1.2,2.29,1.71,1.24,2.41,2.19,2.7,3.1,0.2,3.2,0.4,3.326069503,3.058877645,2.261973456,6.290988584,6.602274117,2.114305829,4.63785108,5.075559278,1.52255179,1.062162367,1.7,1.4,1.3,1.4,1.4,0.3,0.1,-0.1,-8.88E-16,0.1,0.3,0.1,0,0.1,0.2,0.2,0,0.1,-0.2,0,0.1,-0.1,-0.2,-0.6,-0.4,30.8,18.9,19.6,12.7,18.6,11.9,-0.7,6.9,-5.9,-5.2,12.2,-4.9,5,-3.8,4.4,5473.01,3.800971058,24.64916513,31.57901313,36.94643898,23.71419454,6045.31,6318.24,5828.55,5272.6,-32.82144437,-16.19115995,38.08368521,49.32853498,39.69552459
12/31/2007,2007,4,-0.1,0.2,0.2,0,-0.3,0.3,0.1,-0.2,0.1,0.2,5,2.6,4.6,4,-1.6,2.4,-2,0.6,5.6,-5.4,6.6,-1.2,0.9,1.9,-5.4,14.55555856,12.83811666,12.14975531,12.66326509,10.6897795,0.800004267,5.362109144,3.888178754,4.505266394,-0.917437628,3.71330987,13.95612157,16.8724603,8.976892171,12.88494029,-3.752843006,1.015070607,5.483619579,0.967462691,6.489968691,3.10328856,3.534352035,4.199906147,3.007165512,6.617283951,1.267813023,-0.269935736,5.25501441,6.304034079,2.972021748,-9.643440702,-6.651527786,-4.461320727,-2.402364448,0.512033889,-2.991912916,-2.851955465,-2.514537933,-1.285034388,0,-0.4,-0.1,0.1,0.1,-0.3,-0.3,-0.2,-0.3,0.1,0.1,-0.9,-0.4,-0.3,0.1,0,-1.5,-0.6,0,0.6,1.1,-0.7,-0.2,0.1,0,-0.2,-0.8,-0.3,-0.3,0,0.2,-0.3,0.1,0.2,0,-0.3,0,0,-0.2,-0.1,0,-0.7,-0.1,0,0,0,-0.8,-0.1,0.4,0.9,1.3,4.57,4.62,4.8,4.72,5.93,4.4,3.4,4,6.5,4.6,4.4,4.75,4.5,4.27,5.11,3.2,4.2,5.4,4.8,4.6,21.75406458,20.35689129,18.13534567,17.76349614,19.44748359,15.75832496,24.47245122,25.95052965,21.09003352,10.53560876,1.2,2.43,2.46,2.41,4.09,0.3,1.1,0.8,2.6,5.3,1.84,2.29,1.71,1.24,2.41,1.4,2.7,3.1,0.2,3.2,3.976234004,3.326069503,3.058877645,2.261973456,6.290988584,4.102035569,2.114305829,4.63785108,5.075559278,1.52255179,2,1.7,1.4,1.3,1.4,0.3,0.3,0.1,-0.1,-8.88E-16,0.6,0.3,0.1,0,0.1,0.1,0.2,0,0.1,-0.2,0.4,0.1,-0.1,-0.2,-0.6,31.1,30.8,18.9,19.6,12.7,0.3,11.9,-0.7,6.9,-5.9,18.4,12.2,-4.9,5,-3.8,5371.79,-7.836597438,3.800971058,24.64916513,31.57901313,36.94643898,5473.01,6045.31,6318.24,5828.55,-7.195050455,-32.82144437,-16.19115995,38.08368521,49.32853498
3/31/2008,2008,1,0.1,-0.1,0.2,0.2,0,0.4,0.3,0.1,-0.2,0.1,4.4,5,2.6,4.6,4,-0.6,2.4,-2,0.6,5.6,0.4,6.6,-1.2,0.9,1.9,5.568890586,14.55555856,12.83811666,12.14975531,12.66326509,-4.481401579,0.800004267,5.362109144,3.888178754,4.505266394,-7.746081767,3.71330987,13.95612157,16.8724603,8.976892171,-10.49192895,-3.752843006,1.015070607,5.483619579,0.967462691,0.228076177,3.10328856,3.534352035,4.199906147,3.007165512,-5.066989672,1.267813023,-0.269935736,5.25501441,6.304034079,-12.19952053,-9.643440702,-6.651527786,-4.461320727,-2.402364448,-3.841114218,-2.991912916,-2.851955465,-2.514537933,-1.285034388,-0.5,-0.4,-0.1,0.1,0.1,-0.9,-0.3,-0.2,-0.3,0.1,-1.3,-0.9,-0.4,-0.3,0.1,-2.9,-1.5,-0.6,0,0.6,-1,-0.7,-0.2,0.1,0,-1.8,-0.8,-0.3,-0.3,0,-0.3,-0.3,0.1,0.2,0,-0.3,0,0,-0.2,-0.1,-1.3,-0.7,-0.1,0,0,-2.1,-0.8,-0.1,0.4,0.9,4.57,4.57,4.62,4.8,4.72,6.5,4.4,3.4,4,6.5,3.05,4.4,4.75,4.5,4.27,-0.5,3.2,4.2,5.4,4.8,17.92185112,21.75406458,20.35689129,18.13534567,17.76349614,6.549564301,15.75832496,24.47245122,25.95052965,21.09003352,1.27,1.2,2.43,2.46,2.41,2.9,0.3,1.1,0.8,2.6,1.1,1.84,2.29,1.71,1.24,-2.7,1.4,2.7,3.1,0.2,1.50095926,3.976234004,3.326069503,3.058877645,2.261973456,-4.578560559,4.102035569,2.114305829,4.63785108,5.075559278,2.6,2,1.7,1.4,1.3,0.6,0.3,0.3,0.1,-0.1,1.3,0.6,0.3,0.1,0,0.2,0.1,0.2,0,0.1,0.5,0.4,0.1,-0.1,-0.2,32.2,31.1,30.8,18.9,19.6,1.1,0.3,11.9,-0.7,6.9,12.6,18.4,12.2,-4.9,5,4774.1,-24.43940085,-7.836597438,3.800971058,24.64916513,31.57901313,5371.79,5473.01,6045.31,6318.24,-37.61359777,-7.195050455,-32.82144437,-16.19115995,38.08368521
6/30/2008,2008,2,0.3,0.1,-0.1,0.2,0.2,0.5,0.4,0.3,0.1,-0.2,5.3,4.4,5,2.6,4.6,0.9,-0.6,2.4,-2,0.6,0.7,0.4,6.6,-1.2,0.9,-5.218575317,5.568890586,14.55555856,12.83811666,12.14975531,-6.899287149,-4.481401579,0.800004267,5.362109144,3.888178754,-15.26547439,-7.746081767,3.71330987,13.95612157,16.8724603,-2.035773049,-10.49192895,-3.752843006,1.015070607,5.483619579,-3.523981085,0.228076177,3.10328856,3.534352035,4.199906147,-9.642810622,-5.066989672,1.267813023,-0.269935736,5.25501441,-13.98415211,-12.19952053,-9.643440702,-6.651527786,-4.461320727,-4.299169515,-3.841114218,-2.991912916,-2.851955465,-2.514537933,0.2,-0.5,-0.4,-0.1,0.1,-0.8,-0.9,-0.3,-0.2,-0.3,-0.5,-1.3,-0.9,-0.4,-0.3,-3.1,-2.9,-1.5,-0.6,0,0.4,-1,-0.7,-0.2,0.1,-1.5,-1.8,-0.8,-0.3,-0.3,0.2,-0.3,-0.3,0.1,0.2,-0.3,-0.3,0,0,-0.2,-1.1,-1.3,-0.7,-0.1,0,-3.2,-2.1,-0.8,-0.1,0.4,6.83,4.57,4.57,4.62,4.8,13.3,6.5,4.4,3.4,4,2.71,3.05,4.4,4.75,4.5,4,-0.5,3.2,4.2,5.4,14.11498042,17.92185112,21.75406458,20.35689129,18.13534567,10.4570617,6.549564301,15.75832496,24.47245122,25.95052965,3.2,1.27,1.2,2.43,2.46,8.7,2.9,0.3,1.1,0.8,0.83,1.1,1.84,2.29,1.71,2,-2.7,1.4,2.7,3.1,-2.187011828,1.50095926,3.976234004,3.326069503,3.058877645,-9.760987867,-4.578560559,4.102035569,2.114305829,4.63785108,2.7,2.6,2,1.7,1.4,0.1,0.6,0.3,0.3,0.1,1.3,1.3,0.6,0.3,0.1,0.3,0.2,0.1,0.2,0,0.8,0.5,0.4,0.1,-0.1,24.1,32.2,31.1,30.8,18.9,-8.1,1.1,0.3,11.9,-0.7,5.2,12.6,18.4,12.2,-4.9,5263.27,-12.9363093,-24.43940085,-7.836597438,3.800971058,24.64916513,4774.1,5371.79,5473.01,6045.31,47.72586821,-37.61359777,-7.195050455,-32.82144437,-16.19115995
