Date,year,q,bbb_qd,bbb_qd_lag_1,bbb_qd_lag_2,bbb_qd_lag_3,bbb_qd_lag_4,bbb_yd,bbb_yd_lag_1,bbb_yd_lag_2,bbb_yd_lag_3,bbb_yd_lag_4,cpi,cpi_lag_1,cpi_lag_2,cpi_lag_3,cpi_lag_4,cpi_qd,cpi_qd_lag_1,cpi_qd_lag_2,cpi_qd_lag_3,cpi_qd_lag_4,cpi_yd,cpi_yd_lag_1,cpi_yd_lag_2,cpi_yd_lag_3,cpi_yd_lag_4,cppi_ag,cppi_ag_lag_1,cppi_ag_lag_2,cppi_ag_lag_3,cppi_ag_lag_4,cppi_qg,cppi_qg_lag_1,cppi_qg_lag_2,cppi_qg_lag_3,cppi_qg_lag_4,dji_ag,dji_ag_lag_1,dji_ag_lag_2,dji_ag_lag_3,dji_ag_lag_4,dji_qg,dji_qg_lag_1,dji_qg_lag_2,dji_qg_lag_3,dji_qg_lag_4,gpdi_eqp_ag,gpdi_eqp_ag_lag_1,gpdi_eqp_ag_lag_2,gpdi_eqp_ag_lag_3,gpdi_eqp_ag_lag_4,gpdi_eqp_qg,gpdi_eqp_qg_lag_1,gpdi_eqp_qg_lag_2,gpdi_eqp_qg_lag_3,gpdi_eqp_qg_lag_4,hpi_ag,hpi_ag_lag_1,hpi_ag_lag_2,hpi_ag_lag_3,hpi_ag_lag_4,hpi_qg,hpi_qg_lag_1,hpi_qg_lag_2,hpi_qg_lag_3,hpi_qg_lag_4,i10yr_qd,i10yr_qd_lag_1,i10yr_qd_lag_2,i10yr_qd_lag_3,i10yr_qd_lag_4,i10yr_yd,i10yr_yd_lag_1,i10yr_yd_lag_2,i10yr_yd_lag_3,i10yr_yd_lag_4,i3m_qd,i3m_qd_lag_1,i3m_qd_lag_2,i3m_qd_lag_3,i3m_qd_lag_4,i3m_yd,i3m_yd_lag_1,i3m_yd_lag_2,i3m_yd_lag_3,i3m_yd_lag_4,i5yr_qd,i5yr_qd_lag_1,i5yr_qd_lag_2,i5yr_qd_lag_3,i5yr_qd_lag_4,i5yr_yd,i5yr_yd_lag_1,i5yr_yd_lag_2,i5yr_yd_lag_3,i5yr_yd_lag_4,imort_qd,imort_qd_lag_1,imort_qd_lag_2,imort_qd_lag_3,imort_qd_lag_4,imort_yd,imort_yd_lag_1,imort_yd_lag_2,imort_yd_lag_3,imort_yd_lag_4,iprim_qd,iprim_qd_lag_1,iprim_qd_lag_2,iprim_qd_lag_3,iprim_qd_lag_4,iprim_yd,iprim_yd_lag_1,iprim_yd_lag_2,iprim_yd_lag_3,iprim_yd_lag_4,ndi_ag,ndi_ag_lag_1,ndi_ag_lag_2,ndi_ag_lag_3,ndi_ag_lag_4,ndi_qg,ndi_qg_lag_1,ndi_qg_lag_2,ndi_qg_lag_3,ndi_qg_lag_4,ngdp_ag,ngdp_ag_lag_1,ngdp_ag_lag_2,ngdp_ag_lag_3,ngdp_ag_lag_4,ngdp_qg,ngdp_qg_lag_1,ngdp_qg_lag_2,ngdp_qg_lag_3,ngdp_qg_lag_4,pfi_nonres_str_ag,pfi_nonres_str_ag_lag_1,pfi_nonres_str_ag_lag_2,pfi_nonres_str_ag_lag_3,pfi_nonres_str_ag_lag_4,pfi_nonres_str_qg,pfi_nonres_str_qg_lag_1,pfi_nonres_str_qg_lag_2,pfi_nonres_str_qg_lag_3,pfi_nonres_str_qg_lag_4,rdi_ag,rdi_ag_lag_1,rdi_ag_lag_2,rdi_ag_lag_3,rdi_ag_lag_4,rdi_qg,rdi_qg_lag_1,rdi_qg_lag_2,rdi_qg_lag_3,rdi_qg_lag_4,rgdp_ag,rgdp_ag_lag_1,rgdp_ag_lag_2,rgdp_ag_lag_3,rgdp_ag_lag_4,rgdp_qg,rgdp_qg_lag_1,rgdp_qg_lag_2,rgdp_qg_lag_3,rgdp_qg_lag_4,rgpdi_eqp_ag,rgpdi_eqp_ag_lag_1,rgpdi_eqp_ag_lag_2,rgpdi_eqp_ag_lag_3,rgpdi_eqp_ag_lag_4,rgpdi_eqp_qg,rgpdi_eqp_qg_lag_1,rgpdi_eqp_qg_lag_2,rgpdi_eqp_qg_lag_3,rgpdi_eqp_qg_lag_4,spr10,spr10_lag_1,spr10_lag_2,spr10_lag_3,spr10_lag_4,spr10_qd,spr10_qd_lag_1,spr10_qd_lag_2,spr10_qd_lag_3,spr10_qd_lag_4,spr10_yd,spr10_yd_lag_1,spr10_yd_lag_2,spr10_yd_lag_3,spr10_yd_lag_4,ur_qd,ur_qd_lag_1,ur_qd_lag_2,ur_qd_lag_3,ur_qd_lag_4,ur_yd,ur_yd_lag_1,ur_yd_lag_2,ur_yd_lag_3,ur_yd_lag_4,vix,vix_lag_1,vix_lag_2,vix_lag_3,vix_lag_4,vix_qd,vix_qd_lag_1,vix_qd_lag_2,vix_qd_lag_3,vix_qd_lag_4,vix_yd,vix_yd_lag_1,vix_yd_lag_2,vix_yd_lag_3,vix_yd_lag_4,willreit,willreit_ag,willreit_ag_lag_1,willreit_ag_lag_2,willreit_ag_lag_3,willreit_ag_lag_4,willreit_lag_1,willreit_lag_2,willreit_lag_3,willreit_lag_4,willreit_qg,willreit_qg_lag_1,willreit_qg_lag_2,willreit_qg_lag_3,willreit_qg_lag_4
9/30/2003,2003,3,0.3,-0.8,-0.5,-0.3,-0.3,-1.3,-1.9,-1.1,-0.2,0,3,-0.7,4.2,2.4,2.2,3.7,-4.9,1.8,0.2,-1,0.8,-3.9,2.9,2.7,1.1,5.595865365,9.129142021,7.723134794,4.317217187,-1.428595725,-1.351371917,0.673403218,4.138521616,2.135312447,2.181904739,21.61934492,-0.44429328,-29.13855107,-24.9516273,-20.71681078,3.236364824,14.86550901,-3.55387474,7.071345828,-18.82727338,3.141599636,0,-4.349121239,-5.612244898,-4.83824379,11.94282267,12.03043501,-3.234150432,-6.743081518,-1.085308017,9.205307857,8.847229763,9.374540917,9.166109563,9.026847822,2.877896455,2.139513554,2.110100898,2.077796951,2.51981836,0.6,-0.4,-0.1,-0.2,-0.9,-0.1,-1.6,-1.2,-0.8,-0.8,-0.1,-0.2,-0.1,-0.3,-0.1,-0.7,-0.7,-0.5,-0.6,-1.6,0.5,-0.3,-0.2,-0.3,-1.1,-0.3,-1.9,-1.6,-1.1,-1.2,0.6,-0.3,-0.3,-0.1,-0.6,-0.1,-1.3,-1.2,-0.7,-0.7,-0.2,-0.1,-0.2,-0.3,0,-0.8,-0.6,-0.5,-0.7,-1.8,5.83,3.89,3.62,5.29,3.1,9.3,6.3,4,3.8,1.5,5.32,3.97,3.65,3.77,3.75,9.3,5.1,4.6,2.4,3.8,3.245805981,-1.086575535,-7.970529136,-12.45198464,-20.1048951,1.281806688,11.21442585,1.914878456,-1.017248773,-14.67766834,3.87,2.07,1.12,3.3,1.53,6.7,5.9,1.1,1.9,-0.5,3.25,2.04,1.65,2.04,2.25,6.9,3.8,2.1,0.3,2,4.792235365,2.036783706,-2.404207363,-4.106351551,-2.98661174,12.26531539,14.11690043,0.184971049,-6.045351226,0.915116438,1.6,1.9,2.3,2.7,2.8,-0.3,-0.4,-0.4,-0.1,0.6,-1.2,-0.3,0.1,0.6,0.8,0,0.2,0,0.2,-0.1,0.4,0.3,0.2,0.4,0.9,22.7,29.1,34.7,42.6,45.1,-6.4,-5.6,-7.9,-2.5,16.7,-22.4,0.7,8.6,7.3,1.4,2543.39,18.36327252,3.052958398,-0.551708394,4.473031744,7.531939809,2326.74,2090.96,2056.28,2148.8,42.77771045,53.32342946,6.918755137,-16.14189878,-17.95834505
12/31/2003,2003,4,-0.2,0.3,-0.8,-0.5,-0.3,-1.2,-1.3,-1.9,-1.1,-0.2,1.5,3,-0.7,4.2,2.4,-1.5,3.7,-4.9,1.8,0.2,-0.9,0.8,-3.9,2.9,2.7,2.777956411,5.595865365,9.129142021,7.723134794,4.317217187,-0.682596507,-1.351371917,0.673403218,4.138521616,2.135312447,25.80622606,21.61934492,-0.44429328,-29.13855107,-24.9516273,11.25822696,3.236364824,14.86550901,-3.55387474,7.071345828,7.088803089,3.141599636,0,-4.349121239,-5.612244898,8.373192829,11.94282267,12.03043501,-3.234150432,-6.743081518,10.54366742,9.205307857,8.847229763,9.374540917,9.166109563,3.416156515,2.877896455,2.139513554,2.110100898,2.077796951,0,0.6,-0.4,-0.1,-0.2,0.1,-0.1,-1.6,-1.2,-0.8,0,-0.1,-0.2,-0.1,-0.3,-0.4,-0.7,-0.7,-0.5,-0.6,0.1,0.5,-0.3,-0.2,-0.3,0.1,-0.3,-1.9,-1.6,-1.1,-0.2,0.6,-0.3,-0.3,-0.1,-0.2,-0.1,-1.3,-1.2,-0.7,0,-0.2,-0.1,-0.2,-0.3,-0.5,-0.8,-0.6,-0.5,-0.7,5.7,5.83,3.89,3.62,5.29,3.3,9.3,6.3,4,3.8,6.43,5.32,3.97,3.65,3.77,6.8,9.3,5.1,4.6,2.4,5.009140768,3.245805981,-1.086575535,-7.970529136,-12.45198464,5.920071393,1.281806688,11.21442585,1.914878456,-1.017248773,3.79,3.87,2.07,1.12,3.3,1.6,6.7,5.9,1.1,1.9,4.39,3.25,2.04,1.65,2.04,4.8,6.9,3.8,2.1,0.3,8.48736907,4.792235365,2.036783706,-2.404207363,-4.106351551,7.924131907,12.26531539,14.11690043,0.184971049,-6.045351226,1.4,1.6,1.9,2.3,2.7,-0.2,-0.3,-0.4,-0.4,-0.1,-1.3,-1.2,-0.3,0.1,0.6,-0.3,0,0.2,0,0.2,-0.1,0.4,0.3,0.2,0.4,21.1,22.7,29.1,34.7,42.6,-1.6,-6.4,-5.6,-7.9,-2.5,-21.5,-22.4,0.7,8.6,7.3,2784.19,35.39936195,18.36327252,3.052958398,-0.551708394,4.473031744,2543.39,2326.74,2090.96,2056.28,43.59642886,42.77771045,53.32342946,6.918755137,-16.14189878
3/31/2004,2004,1,-0.3,-0.2,0.3,-0.8,-0.5,-1,-1.2,-1.3,-1.9,-1.1,3.4,1.5,3,-0.7,4.2,1.9,-1.5,3.7,-4.9,1.8,-0.8,-0.9,0.8,-3.9,2.9,3.322564763,2.777956411,5.595865365,9.129142021,7.723134794,4.683129968,-0.682596507,-1.351371917,0.673403218,4.138521616,31.55626031,25.80622606,21.61934492,-0.44429328,-29.13855107,2.196159514,11.25822696,3.236364824,14.86550901,-3.55387474,5.979445656,7.088803089,3.141599636,0,-4.349121239,-7.181952222,8.373192829,11.94282267,12.03043501,-3.234150432,12.26596829,10.54366742,9.205307857,8.847229763,9.374540917,3.832401768,3.416156515,2.877896455,2.139513554,2.110100898,-0.3,0,0.6,-0.4,-0.1,-0.1,0.1,-0.1,-1.6,-1.2,0,0,-0.1,-0.2,-0.1,-0.3,-0.4,-0.7,-0.7,-0.5,-0.2,0.1,0.5,-0.3,-0.2,0.1,0.1,-0.3,-1.9,-1.6,-0.3,-0.2,0.6,-0.3,-0.3,-0.2,-0.2,-0.1,-1.3,-1.2,0,0,-0.2,-0.1,-0.2,-0.3,-0.5,-0.8,-0.6,-0.5,6.23,5.7,5.83,3.89,3.62,6.1,3.3,9.3,6.3,4,6.76,6.43,5.32,3.97,3.65,5.9,6.8,9.3,5.1,4.6,4.439592431,5.009140768,3.245805981,-1.086575535,-7.970529136,-0.278260701,5.920071393,1.281806688,11.21442585,1.914878456,4.25,3.79,3.87,2.07,1.12,2.9,1.6,6.7,5.9,1.1,4.44,4.39,3.25,2.04,1.65,2.3,4.8,6.9,3.8,2.1,6.666666667,8.48736907,4.792235365,2.036783706,-2.404207363,-6.373074476,7.924131907,12.26531539,14.11690043,0.184971049,1.4,1.4,1.6,1.9,2.3,8.88E-16,-0.2,-0.3,-0.4,-0.4,-0.9,-1.3,-1.2,-0.3,0.1,-0.1,-0.3,0,0.2,0,-0.2,-0.1,0.4,0.3,0.2,21.6,21.1,22.7,29.1,34.7,0.5,-1.6,-6.4,-5.6,-7.9,-13.1,-21.5,-22.4,0.7,8.6,3048.82,45.80958029,35.39936195,18.36327252,3.052958398,-0.551708394,2784.19,2543.39,2326.74,2090.96,43.79098599,43.59642886,42.77771045,53.32342946,6.918755137
6/30/2004,2004,2,0.6,-0.3,-0.2,0.3,-0.8,0.4,-1,-1.2,-1.3,-1.9,3.2,3.4,1.5,3,-0.7,-0.2,1.9,-1.5,3.7,-4.9,3.9,-0.8,-0.9,0.8,-3.9,7.122750929,3.322564763,2.777956411,5.595865365,9.129142021,4.473589384,4.683129968,-0.682596507,-1.351371917,0.673403218,17.63918971,31.55626031,25.80622606,21.61934492,-0.44429328,0.948438411,2.196159514,11.25822696,3.236364824,14.86550901,7.401241108,5.979445656,7.088803089,3.141599636,0,18.16439841,-7.181952222,8.373192829,11.94282267,12.03043501,14.19809954,12.26596829,10.54366742,9.205307857,8.847229763,4.071644805,3.832401768,3.416156515,2.877896455,2.139513554,0.6,-0.3,0,0.6,-0.4,0.9,-0.1,0.1,-0.1,-1.6,0.2,0,0,-0.1,-0.2,0.1,-0.3,-0.4,-0.7,-0.7,0.7,-0.2,0.1,0.5,-0.3,1.1,0.1,0.1,-0.3,-1.9,0.6,-0.3,-0.2,0.6,-0.3,0.7,-0.2,-0.2,-0.1,-1.3,0,0,0,-0.2,-0.1,-0.2,-0.3,-0.5,-0.8,-0.6,6.4,6.23,5.7,5.83,3.89,7,6.1,3.3,9.3,6.3,7.14,6.76,6.43,5.32,3.97,6.6,5.9,6.8,9.3,5.1,4.606661942,4.439592431,5.009140768,3.245805981,-1.086575535,11.92776343,-0.278260701,5.920071393,1.281806688,11.21442585,3.78,4.25,3.79,3.87,2.07,4,2.9,1.6,6.7,5.9,4.23,4.44,4.39,3.25,2.04,3,2.3,4.8,6.9,3.8,7.239684195,6.666666667,8.48736907,4.792235365,2.036783706,16.58889286,-6.373074476,7.924131907,12.26531539,14.11690043,1.4,1.4,1.4,1.6,1.9,-8.88E-16,8.88E-16,-0.2,-0.3,-0.4,-0.5,-0.9,-1.3,-1.2,-0.3,-0.1,-0.1,-0.3,0,0.2,-0.5,-0.2,-0.1,0.4,0.3,20,21.6,21.1,22.7,29.1,-1.6,0.5,-1.6,-6.4,-5.6,-9.1,-13.1,-21.5,-22.4,0.7,2907.79,24.9727086,45.80958029,35.39936195,18.36327252,3.052958398,3048.82,2784.19,2543.39,2326.74,-17.25819022,43.79098599,43.59642886,42.77771045,53.32342946
9/30/2004,2004,3,-0.3,0.6,-0.3,-0.2,0.3,-0.2,0.4,-1,-1.2,-1.3,2.6,3.2,3.4,1.5,3,-0.6,-0.2,1.9,-1.5,3.7,-0.4,3.9,-0.8,-0.9,0.8,15.706189,7.122750929,3.322564763,2.777956411,5.595865365,7.232066158,4.473589384,4.683129968,-0.682596507,-1.351371917,12.12669933,17.63918971,31.55626031,25.80622606,21.61934492,-2.27612556,0.948438411,2.196159514,11.25822696,3.236364824,7.710417893,7.401241108,5.979445656,7.088803089,3.141599636,13.23740203,18.16439841,-7.181952222,8.373192829,11.94282267,14.62165522,14.19809954,12.26596829,10.54366742,9.205307857,3.301452127,4.071644805,3.832401768,3.416156515,2.877896455,-0.3,0.6,-0.3,0,0.6,0,0.9,-0.1,0.1,-0.1,0.4,0.2,0,0,-0.1,0.6,0.1,-0.3,-0.4,-0.7,-0.2,0.7,-0.2,0.1,0.5,0.4,1.1,0.1,0.1,-0.3,-0.3,0.6,-0.3,-0.2,0.6,-0.2,0.7,-0.2,-0.2,-0.1,0.4,0,0,0,-0.2,0.4,-0.2,-0.3,-0.5,-0.8,5.22,6.4,6.23,5.7,5.83,4.5,7,6.1,3.3,9.3,6.4,7.14,6.76,6.43,5.32,6.3,6.6,5.9,6.8,9.3,8.760155422,4.606661942,4.439592431,5.009140768,3.245805981,18.35138457,11.92776343,-0.278260701,5.920071393,1.281806688,2.65,3.78,4.25,3.79,3.87,2.1,4,2.9,1.6,6.7,3.45,4.23,4.44,4.39,3.25,3.7,3,2.3,4.8,6.9,7.756874096,7.239684195,6.666666667,8.48736907,4.792235365,14.44674182,16.58889286,-6.373074476,7.924131907,12.26531539,1.4,1.4,1.4,1.4,1.6,0,-8.88E-16,8.88E-16,-0.2,-0.3,-0.2,-0.5,-0.9,-1.3,-1.2,-0.2,-0.1,-0.1,-0.3,0,-0.7,-0.5,-0.2,-0.1,0.4,19.3,20,21.6,21.1,22.7,-0.7,-1.6,0.5,-1.6,-6.4,-3.4,-9.1,-13.1,-21.5,-22.4,3208.32,26.14345421,24.9727086,45.80958029,35.39936195,18.36327252,2907.79,3048.82,2784.19,2543.39,48.20353399,-17.25819022,43.79098599,43.59642886,42.77771045
12/31/2004,2004,4,-0.4,-0.3,0.6,-0.3,-0.2,-0.4,-0.2,0.4,-1,-1.2,4.4,2.6,3.2,3.4,1.5,1.8,-0.6,-0.2,1.9,-1.5,2.9,-0.4,3.9,-0.8,-0.9,18.68773733,15.706189,7.122750929,3.322564763,2.777956411,2.298951822,7.232066158,4.473589384,4.683129968,-0.682596507,10.13476971,12.12669933,17.63918971,31.55626031,25.80622606,9.266297345,-2.27612556,0.948438411,2.196159514,11.25822696,8.826074416,7.710417893,7.401241108,5.979445656,7.088803089,12.93352376,13.23740203,18.16439841,-7.181952222,8.373192829,14.81599916,14.62165522,14.19809954,12.26596829,10.54366742,3.610500464,3.301452127,4.071644805,3.832401768,3.416156515,-0.1,-0.3,0.6,-0.3,0,-0.1,0,0.9,-0.1,0.1,0.5,0.4,0.2,0,0,1.1,0.6,0.1,-0.3,-0.4,0,-0.2,0.7,-0.2,0.1,0.3,0.4,1.1,0.1,0.1,-0.2,-0.3,0.6,-0.3,-0.2,-0.2,-0.2,0.7,-0.2,-0.2,0.5,0.4,0,0,0,0.9,0.4,-0.2,-0.3,-0.5,6.52,5.22,6.4,6.23,5.7,8.5,4.5,7,6.1,3.3,6.3,6.4,7.14,6.76,6.43,6.4,6.3,6.6,5.9,6.8,10.41086351,8.760155422,4.606661942,4.439592431,5.009140768,12.49836548,18.35138457,11.92776343,-0.278260701,5.920071393,3.52,2.65,3.78,4.25,3.79,5.1,2.1,4,2.9,1.6,3.12,3.45,4.23,4.44,4.39,3.5,3.7,3,2.3,4.8,8.959250319,7.756874096,7.239684195,6.666666667,8.48736907,12.82232673,14.44674182,16.58889286,-6.373074476,7.924131907,1.1,1.4,1.4,1.4,1.4,-0.3,0,-8.88E-16,8.88E-16,-0.2,-0.3,-0.2,-0.5,-0.9,-1.3,0,-0.2,-0.1,-0.1,-0.3,-0.4,-0.7,-0.5,-0.2,-0.1,16.6,19.3,20,21.6,21.1,-2.7,-0.7,-1.6,0.5,-1.6,-4.5,-3.4,-9.1,-13.1,-21.5,3617.94,29.94587295,26.14345421,24.9727086,45.80958029,35.39936195,3208.32,2907.79,3048.82,2784.19,61.70919924,48.20353399,-17.25819022,43.79098599,43.59642886
3/31/2005,2005,1,0,-0.4,-0.3,0.6,-0.3,-0.1,-0.4,-0.2,0.4,-1,2,4.4,2.6,3.2,3.4,-2.4,1.8,-0.6,-0.2,1.9,-1.4,2.9,-0.4,3.9,-0.8,14.00460736,18.68773733,15.706189,7.122750929,3.322564763,0,2.298951822,7.232066158,4.473589384,4.683129968,5.274476509,10.13476971,12.12669933,17.63918971,31.55626031,-2.664133688,9.266297345,-2.27612556,0.948438411,2.196159514,12.4008228,8.826074416,7.710417893,7.401241108,5.979445656,5.62787362,12.93352376,13.23740203,18.16439841,-7.181952222,15.54690716,14.81599916,14.62165522,14.19809954,12.26596829,4.563309762,3.610500464,3.301452127,4.071644805,3.832401768,0.1,-0.1,-0.3,0.6,-0.3,0.3,-0.1,0,0.9,-0.1,0.5,0.5,0.4,0.2,0,1.6,1.1,0.6,0.1,-0.3,0.4,0,-0.2,0.7,-0.2,0.9,0.3,0.4,1.1,0.1,0.1,-0.2,-0.3,0.6,-0.3,0.2,-0.2,-0.2,0.7,-0.2,0.5,0.5,0.4,0,0,1.4,0.9,0.4,-0.2,-0.3,4.47,6.52,5.22,6.4,6.23,-1.8,8.5,4.5,7,6.1,6.9,6.3,6.4,7.14,6.76,8.3,6.4,6.3,6.6,5.9,15.26132404,10.41086351,8.760155422,4.606661942,4.439592431,18.43417398,12.49836548,18.35138457,11.92776343,-0.278260701,1.79,3.52,2.65,3.78,4.25,-3.8,5.1,2.1,4,2.9,3.62,3.12,3.45,4.23,4.44,4.3,3.5,3.7,3,2.3,11.74942263,8.959250319,7.756874096,7.239684195,6.666666667,3.591826022,12.82232673,14.44674182,16.58889286,-6.373074476,1,1.1,1.4,1.4,1.4,-0.1,-0.3,0,-8.88E-16,8.88E-16,-0.4,-0.3,-0.2,-0.5,-0.9,-0.1,0,-0.2,-0.1,-0.1,-0.4,-0.4,-0.7,-0.5,-0.2,14.6,16.6,19.3,20,21.6,-2,-2.7,-0.7,-1.6,0.5,-7,-4.5,-3.4,-9.1,-13.1,3633.94,19.19168728,29.94587295,26.14345421,24.9727086,45.80958029,3617.94,3208.32,2907.79,3048.82,1.780731689,61.70919924,48.20353399,-17.25819022,43.79098599
6/30/2005,2005,2,0.1,0,-0.4,-0.3,0.6,-0.6,-0.1,-0.4,-0.2,0.4,2.7,2,4.4,2.6,3.2,0.7,-2.4,1.8,-0.6,-0.2,-0.5,-1.4,2.9,-0.4,3.9,12.88328718,14.00460736,18.68773733,15.706189,7.122750929,3.352269204,0,2.298951822,7.232066158,4.473589384,6.193803299,5.274476509,10.13476971,12.12669933,17.63918971,1.867765201,-2.664133688,9.266297345,-2.27612556,0.948438411,10.28748591,12.4008228,8.826074416,7.710417893,7.401241108,9.525093763,5.62787362,12.93352376,13.23740203,18.16439841,15.56875422,15.54690716,14.81599916,14.62165522,14.19809954,4.093491869,4.563309762,3.610500464,3.301452127,4.071644805,-0.2,0.1,-0.1,-0.3,0.6,-0.5,0.3,-0.1,0,0.9,0.4,0.5,0.5,0.4,0.2,1.8,1.6,1.1,0.6,0.1,0,0.4,0,-0.2,0.7,0.2,0.9,0.3,0.4,1.1,-0.1,0.1,-0.2,-0.3,0.6,-0.5,0.2,-0.2,-0.2,0.7,0.5,0.5,0.5,0.4,0,1.9,1.4,0.9,0.4,-0.2,4.23,4.47,6.52,5.22,6.4,6,-1.8,8.5,4.5,7,6.52,6.9,6.3,6.4,7.14,5.1,8.3,6.4,6.3,6.6,14.46476965,15.26132404,10.41086351,8.760155422,4.606661942,8.865623337,18.43417398,12.49836548,18.35138457,11.92776343,1.59,1.79,3.52,2.65,3.78,3.2,-3.8,5.1,2.1,4,3.4,3.62,3.12,3.45,4.23,2.1,4.3,3.5,3.7,3,9.876371718,11.74942263,8.959250319,7.756874096,7.239684195,8.966566354,3.591826022,12.82232673,14.44674182,16.58889286,1.3,1,1.1,1.4,1.4,0.3,-0.1,-0.3,0,-8.88E-16,-0.1,-0.4,-0.3,-0.2,-0.5,-0.2,-0.1,0,-0.2,-0.1,-0.5,-0.4,-0.4,-0.7,-0.5,17.7,14.6,16.6,19.3,20,3.1,-2,-2.7,-0.7,-1.6,-2.3,-7,-4.5,-3.4,-9.1,3864.71,32.90884142,19.19168728,29.94587295,26.14345421,24.9727086,3633.94,3617.94,3208.32,2907.79,27.92535594,1.780731689,61.70919924,48.20353399,-17.25819022
9/30/2005,2005,3,0,0.1,0,-0.4,-0.3,-0.3,-0.6,-0.1,-0.4,-0.2,6.2,2.7,2,4.4,2.6,3.5,0.7,-2.4,1.8,-0.6,3.6,-0.5,-1.4,2.9,-0.4,8.361414004,12.88328718,14.00460736,18.68773733,15.706189,2.710192978,3.352269204,0,2.298951822,7.232066158,12.00142311,6.193803299,5.274476509,10.13476971,12.12669933,3.531494254,1.867765201,-2.664133688,9.266297345,-2.27612556,10,10.28748591,12.4008228,8.826074416,7.710417893,12.06130885,9.525093763,5.62787362,12.93352376,13.23740203,15.30997076,15.56875422,15.54690716,14.81599916,14.62165522,3.042668663,4.093491869,4.563309762,3.610500464,3.301452127,0.1,-0.2,0.1,-0.1,-0.3,-0.1,-0.5,0.3,-0.1,0,0.5,0.4,0.5,0.5,0.4,1.9,1.8,1.6,1.1,0.6,0.1,0,0.4,0,-0.2,0.5,0.2,0.9,0.3,0.4,0.1,-0.1,0.1,-0.2,-0.3,-0.1,-0.5,0.2,-0.2,-0.2,0.5,0.5,0.5,0.5,0.4,2,1.9,1.4,0.9,0.4,4.75,4.23,4.47,6.52,5.22,6.6,6,-1.8,8.5,4.5,6.77,6.52,6.9,6.3,6.4,7.3,5.1,8.3,6.4,6.3,13.12114323,14.46476965,15.26132404,10.41086351,8.760155422,12.89147066,8.865623337,18.43417398,12.49836548,18.35138457,1.59,1.59,1.79,3.52,2.65,2.1,3.2,-3.8,5.1,2.1,3.32,3.4,3.62,3.12,3.45,3.4,2.1,4.3,3.5,3.7,9.844211657,9.876371718,11.74942263,8.959250319,7.756874096,14.31280953,8.966566354,3.591826022,12.82232673,14.44674182,1.2,1.3,1,1.1,1.4,-0.1,0.3,-0.1,-0.3,0,-0.2,-0.1,-0.4,-0.3,-0.2,-0.1,-0.2,-0.1,0,-0.2,-0.4,-0.5,-0.4,-0.4,-0.7,14.2,17.7,14.6,16.6,19.3,-3.5,3.1,-2,-2.7,-0.7,-5.1,-2.3,-7,-4.5,-3.4,4261.92,32.839617,32.90884142,19.19168728,29.94587295,26.14345421,3864.71,3633.94,3617.94,3208.32,47.89501299,27.92535594,1.780731689,61.70919924,48.20353399
12/31/2005,2005,4,0.4,0,0.1,0,-0.4,0.5,-0.3,-0.6,-0.1,-0.4,3.8,6.2,2.7,2,4.4,-2.4,3.5,0.7,-2.4,1.8,-0.6,3.6,-0.5,-1.4,2.9,10.25155635,8.361414004,12.88328718,14.00460736,18.68773733,4.189094171,2.710192978,3.352269204,0,2.298951822,4.46478257,12.00142311,6.193803299,5.274476509,10.13476971,1.729656803,3.531494254,1.867765201,-2.664133688,9.266297345,7.341637954,10,10.28748591,12.4008228,8.826074416,2.405907523,12.06130885,9.525093763,5.62787362,12.93352376,14.0891944,15.30997076,15.56875422,15.54690716,14.81599916,2.38972411,3.042668663,4.093491869,4.563309762,3.610500464,0.3,0.1,-0.2,0.1,-0.1,0.3,-0.1,-0.5,0.3,-0.1,0.4,0.5,0.4,0.5,0.5,1.8,1.9,1.8,1.6,1.1,0.4,0.1,0,0.4,0,0.9,0.5,0.2,0.9,0.3,0.4,0.1,-0.1,0.1,-0.2,0.5,-0.1,-0.5,0.2,-0.2,0.6,0.5,0.5,0.5,0.5,2.1,2,1.9,1.4,0.9,4.29,4.75,4.23,4.47,6.52,6.6,6.6,6,-1.8,8.5,6.52,6.77,6.52,6.9,6.3,5.4,7.3,5.1,8.3,6.4,15.29485967,13.12114323,14.46476965,15.26132404,10.41086351,21.3978095,12.89147066,8.865623337,18.43417398,12.49836548,1.18,1.59,1.59,1.79,3.52,3.4,2.1,3.2,-3.8,5.1,3.02,3.32,3.4,3.62,3.12,2.3,3.4,2.1,4.3,3.5,7.297367735,9.844211657,9.876371718,11.74942263,8.959250319,2.717068868,14.31280953,8.966566354,3.591826022,12.82232673,1.3,1.2,1.3,1,1.1,0.1,-0.1,0.3,-0.1,-0.3,0.2,-0.2,-0.1,-0.4,-0.3,0,-0.1,-0.2,-0.1,0,-0.4,-0.4,-0.5,-0.4,-0.4,16.5,14.2,17.7,14.6,16.6,2.3,-3.5,3.1,-2,-2.7,-0.1,-5.1,-2.3,-7,-4.5,4256.08,17.63821401,32.839617,32.90884142,19.19168728,29.94587295,4261.92,3864.71,3633.94,3617.94,-0.54698421,47.89501299,27.92535594,1.780731689,61.70919924
